9.8e-05,-0.000161,0.799087,0.004109,0.002375,0.021641,0.999755,-0.004409,0.060532,0.166431,0.176276,-0.097473,-0.023962,0.040313,-0.119414,-0.385817,0.206674,-0.180823,0.039829
-0.000335,-0.000131,0.79921,0.007093,-0.006311,0.023914,0.999669,0.02258,0.055132,0.170017,0.154695,-0.087593,-0.025523,0.068572,-0.128489,-0.405084,0.191232,-0.177135,0.045392
-0.000799,-1.9e-05,0.799261,0.009208,-0.013241,0.024876,0.99956,0.039094,0.050337,0.169404,0.149267,-0.084507,-0.025314,0.084919,-0.133349,-0.408766,0.187169,-0.174972,0.046738
-0.001233,0.000126,0.799263,0.010712,-0.018414,0.025211,0.999455,0.050271,0.046889,0.169126,0.147973,-0.083756,-0.02488,0.095584,-0.136637,-0.409506,0.185973,-0.173811,0.047213
-0.001658,0.000292,0.799255,0.011758,-0.022224,0.024945,0.999373,0.058253,0.044568,0.169799,0.147597,-0.083552,-0.024508,0.102611,-0.138919,-0.408924,0.185652,-0.172943,0.047411
-0.002059,0.000473,0.799249,0.012475,-0.024945,0.024235,0.999317,0.063925,0.043062,0.171261,0.147522,-0.08352,-0.024197,0.107037,-0.140493,-0.40744,0.185728,-0.172214,0.047456
-0.002433,0.000652,0.799247,0.012944,-0.026824,0.023261,0.999286,0.067795,0.042172,0.173197,0.147647,-0.083579,-0.023958,0.10959,-0.141526,-0.405434,0.186009,-0.17161,0.047416
-0.002778,0.000819,0.799252,0.013229,-0.028002,0.022204,0.999274,0.070146,0.04173,0.175284,0.147913,-0.083669,-0.023789,0.110786,-0.142112,-0.403264,0.186223,-0.171041,0.04731
-0.003107,0.000977,0.799267,0.013387,-0.02865,0.021167,0.999276,0.071318,0.041563,0.177317,0.148248,-0.08372,-0.023647,0.111051,-0.142383,-0.401149,0.186224,-0.170388,0.047163
-0.003433,0.001134,0.799288,0.01344,-0.028964,0.020292,0.999284,0.071621,0.04156,0.179035,0.148678,-0.083702,-0.023487,0.110752,-0.142455,-0.399348,0.186102,-0.169699,0.047015
-0.003748,0.0013,0.799315,0.013452,-0.029034,0.019693,0.999294,0.071337,0.04151,0.180264,0.148999,-0.083521,-0.023263,0.110101,-0.142556,-0.398047,0.186033,-0.16907,0.046928
-0.004031,0.001471,0.799345,0.013506,-0.028922,0.019263,0.999305,0.07078,0.041267,0.181183,0.149036,-0.083165,-0.022987,0.109225,-0.142825,-0.397084,0.186018,-0.168527,0.046913
-0.004279,0.001655,0.799374,0.013566,-0.028696,0.018992,0.999316,0.070124,0.040892,0.181819,0.148776,-0.082668,-0.022663,0.108217,-0.143206,-0.396427,0.186061,-0.168093,0.046981
