0.00048,-2.3e-05,0.796553,0.001059,0.01602,0.018009,0.999709,-0.119781,0.045812,0.051567,0.283111,-0.137652,-0.030908,-0.078973,-0.066817,-0.237199,0.264636,-0.167496,0.033785
0.000403,0.000169,0.796546,-0.000736,0.019395,0.017968,0.99965,-0.125687,0.050716,0.052802,0.278131,-0.136789,-0.032841,-0.081994,-0.066408,-0.246504,0.258018,-0.167346,0.03637
0.000305,0.000311,0.79655,-0.00197,0.021897,0.018067,0.999595,-0.130957,0.053144,0.052262,0.277008,-0.136137,-0.032971,-0.086507,-0.064645,-0.248134,0.256811,-0.166841,0.036816
0.00017,0.000431,0.796549,-0.002839,0.023772,0.018291,0.999546,-0.135165,0.054556,0.051461,0.276609,-0.1357,-0.032814,-0.090427,-0.063314,-0.248966,0.256767,-0.166667,0.036924
1.3e-05,0.000532,0.796545,-0.003463,0.02518,0.018604,0.999504,-0.138478,0.055419,0.050601,0.276349,-0.135275,-0.032646,-0.093482,-0.062435,-0.249786,0.256887,-0.166608,0.036951
-0.000147,0.000619,0.796544,-0.00392,0.026267,0.018926,0.999468,-0.141089,0.055952,0.049781,0.276078,-0.13483,-0.032505,-0.095822,-0.06185,-0.250567,0.256914,-0.166583,0.036923
-0.000294,0.000699,0.796545,-0.004256,0.027109,0.019195,0.999439,-0.143087,0.056282,0.049122,0.275735,-0.134382,-0.032374,-0.09759,-0.061451,-0.251215,0.256807,-0.166572,0.036804
-0.000421,0.000776,0.796548,-0.004496,0.027745,0.01939,0.999417,-0.144566,0.056459,0.048659,0.27538,-0.133978,-0.032243,-0.098954,-0.061205,-0.251678,0.256736,-0.166563,0.036589
-0.000526,0.000848,0.796547,-0.00465,0.028183,0.01949,0.999402,-0.14558,0.056522,0.048431,0.275113,-0.133692,-0.03215,-0.100011,-0.061084,-0.251917,0.256857,-0.166641,0.036316
-0.0006,0.000903,0.79654,-0.004737,0.028452,0.019487,0.999394,-0.146183,0.056555,0.048428,0.274976,-0.13357,-0.032109,-0.100828,-0.061023,-0.25191,0.257187,-0.166832,0.036024
-0.00064,0.000932,0.796529,-0.004796,0.028555,0.019365,0.999393,-0.146363,0.056687,0.048625,0.274938,-0.133607,-0.032107,-0.101324,-0.060912,-0.251701,0.257559,-0.167065,0.035747
-0.000649,0.000932,0.796517,-0.004865,0.028523,0.019171,0.999397,-0.146237,0.056971,0.048911,0.275035,-0.133793,-0.032143,-0.101487,-0.060695,-0.251425,0.25787,-0.167277,0.035554
-0.000636,0.000897,0.796502,-0.00493,0.028386,0.018968,0.999405,-0.145948,0.057347,0.049195,0.275313,-0.1341,-0.032248,-0.10137,-0.060405,-0.251113,0.258118,-0.167452,0.035515
-0.000615,0.00084,0.796488,-0.004999,0.028182,0.018762,0.999414,-0.145602,0.057737,0.049463,0.275723,-0.134469,-0.032423,-0.101117,-0.060104,-0.250816,0.258375,-0.167562,0.035732
-0.000573,0.000765,0.796481,-0.004999,0.028182,0.018762,0.999414,-0.145559,0.05784,0.049507,0.275799,-0.134548,-0.032468,-0.101074,-0.060023,-0.250763,0.258428,-0.1676,0.035759
-0.000559,0.000647,0.796454,-0.005088,0.027745,0.018422,0.999432,-0.144901,0.058548,0.049873,0.276607,-0.135187,-0.032887,-0.100506,-0.059461,-0.250309,0.258956,-0.16793,0.035885
-0.000529,0.000531,0.796434,-0.005148,0.027564,0.018316,0.999439,-0.144643,0.05899,0.049986,0.277052,-0.135542,-0.03317,-0.100228,-0.059094,-0.250133,0.259245,-0.168186,0.035821
-0.00051,0.00041,0.79642,-0.005197,0.02739,0.018224,0.999445,-0.144382,0.059394,0.050066,0.277378,-0.135789,-0.033435,-0.099937,-0.058725,-0.249991,0.259395,-0.16835,0.035695
-0.0005,0.00029,0.796414,-0.005243,0.027216,0.018024,0.999453,-0.143995,0.059839,0.050347,0.277511,-0.13596,-0.03371,-0.099637,-0.058282,-0.249683,0.259378,-0.168347,0.035528
-0.000497,0.000183,0.796414,-0.005276,0.027066,0.017664,0.999464,-0.143498,0.060333,0.050909,0.277458,-0.136079,-0.033944,-0.099412,-0.057795,-0.249078,0.25923,-0.168254,0.035332
-0.000508,8.9e-05,0.796412,-0.005301,0.026932,0.017272,0.999474,-0.143035,0.060793,0.051552,0.277427,-0.136214,-0.034152,-0.09927,-0.057343,-0.248383,0.259106,-0.168172,0.035131
-0.000546,3e-06,0.796404,-0.005302,0.026762,0.016958,0.999484,-0.142681,0.06114,0.052068,0.277604,-0.136385,-0.034319,-0.099213,-0.057029,-0.247788,0.259274,-0.168173,0.034937
-0.000616,-8.2e-05,0.796388,-0.0053,0.026586,0.016775,0.999492,-0.142579,0.061388,0.052341,0.278033,-0.136555,-0.034453,-0.099276,-0.056841,-0.247399,0.259745,-0.168323,0.034749
-0.000715,-0.000171,0.796369,-0.005288,0.026468,0.016761,0.999495,-0.142788,0.061517,0.052302,0.27854,-0.136618,-0.034559,-0.099479,-0.056783,-0.247302,0.260344,-0.168557,0.034564
-0.000829,-0.000268,0.796356,-0.005251,0.026436,0.016999,0.999492,-0.143224,0.061439,0.051841,0.27887,-0.136477,-0.03464,-0.099738,-0.056881,-0.247629,0.260857,-0.16879,0.034382
-0.000949,-0.000367,0.796353,-0.005188,0.026477,0.017411,0.999484,-0.143716,0.061181,0.051079,0.278852,-0.136093,-0.034697,-0.099957,-0.057092,-0.248262,0.261096,-0.168916,0.034207
-0.001064,-0.000462,0.796361,-0.00511,0.026566,0.017845,0.999475,-0.144155,0.060845,0.050274,0.278531,-0.135551,-0.034749,-0.100116,-0.057338,-0.248975,0.261038,-0.168905,0.03409
-0.001168,-0.000552,0.796375,-0.005022,0.026694,0.018203,0.999465,-0.144561,0.060515,0.049609,0.278095,-0.134977,-0.034803,-0.100284,-0.05758,-0.24959,0.260819,-0.168803,0.034031
-0.001251,-0.000639,0.796391,-0.004936,0.026833,0.018511,0.999456,-0.144918,0.060222,0.049053,0.277645,-0.134443,-0.034869,-0.100428,-0.057793,-0.250134,0.260522,-0.168671,0.033989
-0.001308,-0.00073,0.796406,-0.004872,0.026926,0.018809,0.999449,-0.145099,0.06,0.048522,0.277186,-0.133985,-0.03497,-0.100389,-0.057932,-0.250676,0.260115,-0.168526,0.033909
-0.001341,-0.000829,0.796416,-0.004819,0.026955,0.019098,0.999443,-0.145144,0.059839,0.048003,0.27684,-0.133654,-0.035109,-0.100226,-0.058046,-0.251214,0.259781,-0.168453,0.033812
-0.001355,-0.00094,0.796413,-0.004773,0.026931,0.019339,0.999439,-0.145167,0.059752,0.047536,0.276816,-0.133537,-0.03528,-0.10013,-0.058114,-0.251678,0.25983,-0.168587,0.033699
-0.001354,-0.001064,0.796398,-0.004755,0.026874,0.019501,0.999437,-0.145238,0.059792,0.047156,0.27712,-0.133629,-0.035484,-0.100159,-0.058114,-0.252069,0.260274,-0.168928,0.033562
-0.001338,-0.0012,0.796379,-0.004768,0.026812,0.019625,0.999436,-0.145281,0.059944,0.046815,0.277452,-0.133772,-0.035726,-0.100182,-0.058011,-0.252358,0.260755,-0.169315,0.033393
-0.001309,-0.001359,0.796368,-0.004805,0.026772,0.019765,0.999435,-0.145276,0.060197,0.046438,0.277572,-0.133818,-0.036009,-0.10008,-0.057754,-0.25264,0.260925,-0.169578,0.033188
-0.001273,-0.001531,0.796367,-0.004889,0.026767,0.019886,0.999432,-0.145242,0.060571,0.046072,0.277421,-0.133729,-0.036325,-0.099891,-0.05735,-0.252984,0.260776,-0.169677,0.032955
-0.001229,-0.001711,0.796373,-0.005007,0.026781,0.019944,0.99943,-0.145129,0.061074,0.045809,0.277144,-0.133583,-0.036664,-0.099686,-0.056803,-0.253249,0.260457,-0.169675,0.032689
-0.001179,-0.001896,0.79638,-0.005138,0.026789,0.019913,0.99943,-0.144956,0.061676,0.045719,0.276874,-0.133457,-0.037001,-0.099482,-0.056161,-0.253353,0.260084,-0.16962,0.032406
-0.001113,-0.002084,0.796383,-0.005252,0.026792,0.019771,0.999432,-0.14475,0.062343,0.045845,0.276762,-0.133495,-0.037467,-0.099291,-0.055464,-0.253245,0.259718,-0.169559,0.032127
